_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
1654,N/A,4,26,N/A,4,3,03/15/2019,4,4,3,4,N/A,5,4,3,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154564,76,4,30  COVINGTON RD ,3,N/A,08,4,1953,2017
1655,N/A,3,32,N/A,4,3,03/12/2019,4,4,4,4,N/A,5,5,4,4,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154574,81,4,408-414  WILSON AVE ,4,4,06,5,1950,2017
1656,4,15,171,4,4,4,11/28/2019,4,4,4,4,3,4,4,4,3,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154929,76,5,450  WALMER RD ,4,2,12,4,1960,2017
1657,3,6,34,5,3,3,11/28/2019,4,3,3,4,3,5,4,3,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154939,71,5,105  RAGLAN AVE ,3,N/A,12,4,1965,2017
1658,N/A,3,19,N/A,3,2,11/28/2019,3,3,3,3,N/A,3,3,3,3,2,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4154942,59,5,3  CLAXTON BLVD ,3,2,12,3,1955,2017
1659,N/A,4,24,N/A,3,3,03/13/2019,3,3,3,4,N/A,4,3,3,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154954,66,4,1510  BATHURST ST ,3,3,12,4,1933,2017
1660,NA,16,204,NA,NA,3,12/07/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,TCHC,N/A,4155468,NA,5,900  QUEENS PLATE DR ,NA,NA,01,NA,1994,2017
1661,N/A,4,38,N/A,4,4,10/31/2019,4,4,5,5,N/A,5,5,5,5,5,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155481,92,5,2303  LAKE SHORE BLVD W,5,N/A,03,5,1957,2017
1662,N/A,4,26,N/A,4,4,03/11/2019,4,4,4,4,N/A,5,4,4,2,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155490,80,5,2559  LAKE SHORE BLVD W,4,N/A,03,4,1952,2017
1663,4,3,75,N/A,3,3,03/02/2019,4,4,3,3,N/A,N/A,3,4,3,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155497,71,4,2537  LAKE SHORE BLVD W,3,N/A,03,4,1952,2017
1664,5,17,233,4,5,4,01/04/2019,4,3,4,4,4,5,5,5,4,5,19,3,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155880,83,5,63  WIDDICOMBE HILL BLVD ,3,N/A,02,4,1974,2017
1665,5,3,35,5,5,5,12/02/2019,4,4,4,4,4,5,5,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155887,89,5,70  HEATH ST W,4,5,12,4,1959,2017
1666,4,17,228,4,4,4,10/28/2019,4,4,4,4,4,5,5,4,4,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155889,82,5,73  WIDDICOMBE HILL BLVD ,3,N/A,02,4,1974,2017
1667,N/A,3,14,N/A,4,4,01/17/2019,4,3,3,3,N/A,5,3,3,4,3,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156035,72,4,1463  KINGSTON RD ,3,N/A,20,4,1940,2017
1668,2,24,327,3,2,2,12/03/2019,2,2,2,3,2,1,3,2,3,3,18,N/A,2,TCHC,Building Audit,4156038,49,5,375  BLEECKER ST ,2,N/A,13,3,1969,2017
1669,3,8,154,4,4,4,01/24/2019,3,4,4,5,4,4,5,3,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156419,76,4,215  GOSFORD BLVD ,3,N/A,07,3,1974,2017
1670,4,3,30,4,4,4,02/25/2019,4,4,4,4,N/A,5,4,4,4,3,17,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156441,81,4,201  VAUGHAN RD ,4,N/A,12,5,2009,2017
1671,N/A,3,12,N/A,3,4,12/13/2018,4,5,4,3,N/A,5,4,4,4,4,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4156791,75,2,876  LAWRENCE AVE E,3,N/A,16,5,1960,2017
1672,5,4,72,5,5,5,11/21/2019,4,5,4,5,N/A,5,4,5,5,5,17,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152653,95,5,963-967  PHARMACY AVE ,5,N/A,21,5,1993,2017
1673,3,6,69,4,4,3,11/25/2019,4,4,3,4,N/A,5,4,4,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152664,73,4,2275  VICTORIA PARK AVE ,3,3,21,3,1962,2017
1674,4,6,53,4,4,4,12/06/2018,4,4,4,4,N/A,4,4,3,4,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152675,78,4,821  BIRCHMOUNT RD ,4,N/A,20,4,1960,2017
1675,4,7,118,4,4,4,12/11/2018,4,4,4,4,4,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152686,81,4,2293  EGLINTON AVE E,4,N/A,20,4,1960,2017
1676,4,3,20,N/A,5,3,11/21/2019,3,3,3,3,N/A,4,3,3,3,4,17,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153101,68,4,973  LANSDOWNE AVE ,3,3,09,4,2003,2017
1677,4,4,32,N/A,4,4,02/01/2019,4,4,4,4,N/A,5,4,4,4,3,16,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153556,80,4,5  HAHN PL ,4,N/A,10,4,1980,2017
1678,N/A,3,16,N/A,4,4,NA,3,5,4,3,N/A,5,4,3,4,4,14,N/A,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153579,66,4,434  GERRARD ST E,3,N/A,13,4,1891,2017
1679,N/A,4,38,N/A,4,4,01/31/2019,4,4,4,4,N/A,5,4,4,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4153583,81,4,317  SHERBOURNE ST ,4,N/A,13,4,1931,2017
1680,3,14,260,5,4,5,03/14/2019,4,3,4,4,4,4,5,4,3,5,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4153585,80,5,55  BLEECKER ST ,3,N/A,13,4,1980,2017
1681,5,14,82,5,5,5,12/04/2019,4,4,5,5,N/A,5,4,4,4,5,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154088,93,5,145  COSBURN AVE ,5,N/A,14,4,1965,2017
1682,3,4,29,N/A,3,3,12/04/2019,3,4,4,2,N/A,4,4,4,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154089,64,2,149  COSBURN AVE ,3,N/A,14,3,1958,2017
1683,4,6,48,4,4,4,12/04/2019,4,4,4,3,N/A,5,3,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154102,79,4,130  COSBURN AVE ,4,4,14,4,1956,2017
1684,5,6,57,3,5,5,12/04/2019,4,4,4,4,N/A,5,4,4,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154103,84,5,120  COSBURN AVE ,4,5,14,4,1950,2017
1685,NA,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4154108,66,NA,15  BATER AVE ,NA,NA,14,NA,1960,2017
1686,N/A,3,11,N/A,4,4,03/06/2019,4,4,4,3,N/A,5,5,4,5,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154585,80,3,15  ROSSEAU RD ,4,3,06,4,1951,2017
1687,N/A,3,11,N/A,3,4,03/05/2019,3,3,3,3,N/A,5,3,4,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154590,68,3,25  ROSSEAU RD ,3,3,06,4,1954,NA
1688,4,3,31,4,5,4,03/13/2019,4,4,4,4,N/A,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154593,82,4,3888  BATHURST ST ,4,3,06,5,1958,2017
1689,N/A,3,11,N/A,3,3,03/05/2019,3,3,4,3,N/A,5,3,3,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154597,66,3,26  ROSSEAU RD ,3,3,06,4,1949,2017
1690,N/A,3,11,N/A,4,4,03/06/2019,4,4,5,4,N/A,5,4,5,5,5,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154599,88,3,8  ROSSEAU RD ,4,5,06,5,1957,2017
1691,4,9,130,3,4,4,11/07/2019,3,4,4,4,4,5,3,3,4,4,20,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154607,76,5,4266  BATHURST ST ,4,4,06,3,1983,2017
1692,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 1 year,4154973,59,NA,8  PINEWOOD AVE ,NA,NA,12,NA,1925,NA
1693,N/A,4,29,N/A,3,2,11/28/2019,3,3,3,3,N/A,5,3,2,4,3,14,N/A,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4154974,61,4,175  VAUGHAN RD ,2,N/A,12,3,1929,2017
1694,5,6,42,4,3,4,02/25/2019,4,4,4,2,N/A,5,4,4,5,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154977,80,4,197  VAUGHAN RD ,4,N/A,12,4,1955,2017
1695,N/A,4,24,N/A,4,3,11/28/2019,3,4,4,5,N/A,5,5,3,4,N/A,13,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154989,77,4,235  VAUGHAN RD ,3,N/A,12,3,1934,2017
1696,N/A,3,33,N/A,4,4,11/27/2019,4,4,4,5,N/A,5,4,4,4,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154996,81,5,261  VAUGHAN RD ,4,N/A,12,4,1940,2017
1697,N/A,5,72,5,4,4,03/07/2019,4,4,3,4,N/A,5,4,5,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154999,86,5,1654  BATHURST ST ,5,5,12,4,1950,2017
1698,N/A,4,39,N/A,4,4,11/27/2019,4,4,4,4,N/A,5,3,5,4,5,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155000,84,4,1652  BATHURST ST ,4,N/A,12,5,1950,2017
1699,N/A,3,37,N/A,3,3,03/25/2019,4,4,4,3,N/A,5,3,3,2,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155500,69,4,2521  LAKE SHORE BLVD W,3,N/A,03,3,1952,2017
1700,N/A,3,11,N/A,3,3,03/14/2019,3,3,4,3,N/A,3,3,3,3,N/A,13,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155514,62,N/A,8  LAKE SHORE DR ,3,N/A,03,3,1960,2017
1701,4,3,18,N/A,3,3,10/31/2019,4,5,5,4,N/A,5,3,4,4,4,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4155518,82,5,67  LAKE SHORE DR ,4,4,03,4,1958,2017
1702,4,3,10,N/A,4,4,03/12/2019,5,4,4,4,N/A,5,3,4,4,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155521,81,5,115  EIGHTH ST ,4,N/A,03,4,1960,2019
1703,N/A,3,12,N/A,3,3,01/18/2019,4,4,3,3,N/A,5,3,4,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155524,71,5,104  SIXTEENTH ST ,3,4,03,4,1952,2017
1704,4,5,91,4,4,4,11/26/2019,4,4,4,3,4,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155901,81,5,88  SPADINA RD ,4,N/A,11,4,2009,2017
1705,4,16,218,4,4,4,11/06/2019,4,4,4,4,4,5,3,3,4,4,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155905,78,5,95  HIGH PARK AVE ,4,N/A,04,4,1969,2017
1706,5,3,35,5,5,5,12/02/2019,4,4,4,4,4,5,4,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155919,87,5,80  HEATH ST W,4,4,12,4,1959,2017
1707,N/A,3,22,N/A,4,4,03/05/2019,4,4,4,3,N/A,4,5,5,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156448,80,4,310  THE KINGSWAY  ,3,N/A,02,4,1954,2017
1708,N/A,3,25,N/A,4,3,11/26/2019,3,4,3,4,N/A,5,4,4,3,3,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156449,75,5,245 C  HOWLAND AVE ,3,N/A,11,4,1920,2017
1709,3,4,73,N/A,4,3,12/07/2018,4,4,3,4,3,5,3,3,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156451,72,5,25  BERGAMOT AVE ,4,4,01,4,1960,2017
1710,N/A,4,37,N/A,4,4,11/25/2019,4,4,3,3,N/A,5,5,4,5,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156471,83,5,1545  BIRCHMOUNT RD ,4,3,21,5,1960,2017
1711,N/A,3,19,N/A,4,4,03/04/2019,4,3,3,3,N/A,5,4,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4170952,77,5,330  AVENUE RD ,4,N/A,12,4,1925,2017
1712,5,31,369,5,5,5,09/09/2019,5,5,5,4,5,5,5,5,5,N/A,19,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4639099,99,5,22  JOHN ST ,5,5,05,5,2018,2019
1713,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,N/A,4589593,NA,NA,49  MC CAUL ST ,NA,NA,10,NA,NA,NA
1714,NA,17,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,N/A,4594874,NA,NA,40  MEADOWGLEN PL ,NA,NA,24,NA,2019,2019
1715,3,6,13,5,3,4,04/20/2018,2,4,4,3,N/A,5,3,3,3,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4356415,68,4,173  STEPHEN DR ,3,3,03,2,1954,2018
1716,N/A,3,14,N/A,4,4,03/20/2019,3,4,4,N/A,N/A,N/A,3,4,3,4,14,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4476597,76,4,983  KINGSTON RD ,4,4,19,4,1925,2018
1717,N/A,3,11,N/A,4,4,02/14/2019,3,4,3,4,4,5,4,4,4,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4457107,78,4,1153  O'CONNOR DR ,4,N/A,19,4,1953,2019
1718,N/A,3,11,N/A,3,4,02/07/2019,3,4,3,3,N/A,5,3,3,4,2,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4457114,68,3,1161  O'CONNOR DR ,4,N/A,19,3,1953,2019
1719,N/A,3,12,N/A,3,3,05/18/2018,3,4,3,3,N/A,5,3,3,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4316602,67,3,995  O'CONNOR DR ,4,N/A,19,4,1951,2018
1720,N/A,4,12,N/A,4,3,01/31/2019,4,4,3,2,N/A,5,2,3,3,2,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4234487,64,4,300  THE KINGSWAY  ,2,N/A,02,4,1970,2017
1721,N/A,3,18,N/A,3,3,01/04/2019,3,3,2,4,N/A,5,3,3,2,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4253819,66,5,841  MILLWOOD RD ,3,3,15,4,1960,2017
1722,4,20,185,4,4,3,11/27/2019,4,3,3,4,2,4,3,3,4,3,19,3,4,PRIVATE,Evaluation needs to be conducted in 2 years,4218633,71,5,77  ST CLAIR AVE E,4,N/A,12,3,1967,2017
1723,N/A,3,19,N/A,2,3,03/01/2019,3,3,3,4,N/A,5,2,3,3,2,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4221299,63,5,1094  COLLEGE ST ,2,N/A,09,4,1950,2017
1724,NA,18,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4263113,73,NA,642  SHEPPARD AVE E,NA,NA,17,NA,1970,2017
1725,4,7,111,4,3,3,11/26/2019,4,4,4,4,3,4,4,3,3,3,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4254280,72,4,2700  LAWRENCE AVE E,3,3,21,4,1957,2017
1726,N/A,43,496,5,5,5,10/31/2019,4,5,4,5,5,5,5,4,5,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4237447,94,5,85-95  THORNCLIFFE PARK DR ,5,4,15,4,1971,2017
1727,N/A,3,12,N/A,3,4,01/04/2019,4,3,3,3,N/A,5,4,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4243768,75,4,156  BARRINGTON AVE ,4,N/A,19,4,1960,2017
1728,NA,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4274443,75,NA,1845  GERRARD ST E,NA,NA,19,NA,1950,2017
1729,N/A,10,108,4,4,4,01/04/2018,4,4,4,4,4,4,4,4,4,4,17,5,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4283407,81,4,20  PALACE ST ,4,N/A,13,4,NA,2019
1730,3,14,215,4,3,3,12/21/2018,4,3,3,3,4,3,4,3,3,3,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4285956,67,4,121  HUMBER BLVD ,3,N/A,05,4,1968,2017
1731,NA,25,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TCHC,Evaluation needs to be conducted in 1 year,4286044,62,NA,402-444  LUMSDEN AVE ,NA,NA,19,NA,1969,2017
1732,N/A,3,14,N/A,4,4,03/06/2019,4,4,4,4,N/A,5,4,4,4,3,15,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4253010,80,4,46  DELAWARE AVE ,4,N/A,09,4,2007,2017
1733,N/A,7,195,4,4,4,10/28/2019,4,4,4,4,4,5,4,4,4,4,18,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4270534,80,4,105  CLEMENT RD ,4,N/A,02,4,1981,2017
1734,N/A,3,11,N/A,5,5,12/28/2018,4,5,4,5,N/A,5,4,5,5,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4261715,89,5,6  OAKBURN CRES ,5,4,18,3,1945,2017
1735,3,6,22,3,4,3,01/22/2019,3,3,4,3,3,4,3,3,4,3,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4268878,67,4,85  GILDER DR ,3,N/A,21,4,1980,2017
1736,4,18,202,4,4,4,03/13/2019,3,4,4,4,4,3,4,5,5,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4231973,78,4,1  CANYON AVE ,5,3,06,4,1960,2017
1737,4,3,29,N/A,4,4,02/25/2019,4,4,4,4,N/A,5,3,3,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4290959,74,4,25  ELIZABETH ST ,3,3,03,4,1962,2018
1738,N/A,3,11,N/A,3,3,03/07/2018,4,3,3,3,N/A,5,3,3,4,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4329037,67,3,16  ROSSEAU RD ,3,N/A,06,4,1949,2018
1739,N/A,3,15,N/A,3,3,03/11/2019,4,3,3,4,N/A,5,3,5,5,2,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4289106,73,4,2252  KEELE ST ,3,4,05,4,2002,2018
1740,N/A,3,11,N/A,3,3,03/07/2018,4,3,3,3,N/A,5,3,3,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4329043,66,3,24  ROSSEAU RD ,3,3,06,4,1949,2018
1741,4,8,77,4,4,4,10/29/2019,4,4,4,4,N/A,5,4,4,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4264913,79,4,1286  ISLINGTON AVE ,4,4,03,3,1971,2017
1742,N/A,6,75,3,4,4,11/21/2019,4,3,4,4,3,5,4,4,5,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4255546,79,4,1407  DUPONT ST ,4,4,09,4,2008,2017
1743,N/A,4,13,N/A,4,4,01/18/2019,4,4,4,4,N/A,5,4,3,3,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4281915,78,5,6  BEXHILL CRT ,3,4,02,3,1952,2017
1744,4,3,10,N/A,3,3,11/27/2019,3,4,4,5,N/A,5,4,3,5,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4233268,76,4,871  AVENUE RD ,3,N/A,12,5,1951,2017
1745,N/A,8,200,4,4,4,11/25/2019,4,4,4,4,4,5,3,4,4,4,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4168942,81,5,345  DUFFERIN ST ,4,N/A,10,4,1984,2017
1746,4,4,49,N/A,4,4,11/06/2019,3,3,4,3,N/A,5,4,4,4,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4169221,75,4,2701  EGLINTON AVE W,4,3,05,4,1953,2019
1747,4,11,106,3,4,4,11/28/2019,4,4,4,4,4,5,4,4,4,4,18,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4166819,79,5,99  VAUGHAN RD ,4,N/A,12,3,1991,2017
1748,4,8,77,4,3,4,10/29/2019,3,4,4,4,N/A,4,4,4,4,3,19,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4166992,74,4,1294  ISLINGTON AVE ,4,3,03,4,1971,2017
1749,N/A,7,25,4,4,4,01/09/2018,4,4,4,4,4,5,4,3,4,4,18,4,4,TCHC,Evaluation needs to be conducted in 2 years,4167455,80,4,146  FORT YORK BLVD ,4,N/A,10,4,2000,2017
1750,4,7,220,3,3,3,01/17/2018,4,3,4,3,2,4,3,3,3,3,19,3,4,TCHC,Evaluation needs to be conducted in 2 years,4167459,66,4,176  THE ESPLANADE  ,3,N/A,13,4,2006,2017
1751,N/A,3,11,N/A,4,3,11/07/2019,3,4,3,4,N/A,4,4,3,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4167691,74,4,2956  KEELE ST ,4,4,06,3,1960,2017
1752,4,6,79,4,4,4,12/14/2018,4,4,4,4,N/A,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152690,81,4,709  KENNEDY RD ,4,4,20,4,1958,2017
1753,3,4,20,4,4,4,11/25/2019,4,4,5,5,N/A,5,5,4,5,5,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152699,88,5,1165  BIRCHMOUNT RD ,5,4,21,4,1965,2017
1754,4,5,26,3,4,4,01/07/2019,3,4,4,4,N/A,3,4,3,4,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152715,71,4,2260  LAWRENCE AVE E,3,3,21,4,1960,2017
1755,4,7,64,3,4,4,01/07/2019,3,4,4,3,4,4,5,2,5,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152717,74,4,2230  LAWRENCE AVE E,4,N/A,21,4,1962,2017
1756,N/A,3,16,N/A,3,3,02/28/2019,3,3,3,3,N/A,5,3,3,2,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153114,64,3,917  ST CLAIR AVE W,3,4,09,4,1957,2017
1757,N/A,13,525,4,4,4,11/25/2019,4,4,4,4,3,4,3,3,4,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153140,76,3,798  RICHMOND ST W,3,4,10,5,1970,2017
1758,N/A,3,25,N/A,3,3,03/06/2019,3,4,3,3,N/A,3,4,3,3,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153146,64,4,1176  QUEEN ST W,3,N/A,09,3,1915,2017
1759,4,19,231,4,4,4,01/28/2019,4,4,4,4,4,5,4,4,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153595,81,4,666  ONTARIO ST ,4,4,13,4,1965,2017
1760,4,15,239,4,4,4,01/30/2019,4,4,4,4,4,5,4,4,4,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153602,80,4,135  ROSE AVE ,4,4,13,4,1964,2017
1761,N/A,4,23,N/A,3,3,11/27/2017,4,3,4,5,N/A,5,3,3,3,3,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153617,69,3,856-858  BROADVIEW AVE ,3,N/A,14,3,1955,2017
1762,N/A,4,42,N/A,2,1,03/06/2019,3,N/A,2,2,N/A,2,1,2,2,2,15,N/A,2,PRIVATE,Building Audit,4250554,37,2,409  HURON ST ,1,1,11,3,1898,2018
1763,3,4,34,3,4,4,01/24/2019,5,4,4,4,4,4,5,4,4,3,18,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153623,79,5,1187-1189  QUEEN ST E,4,N/A,14,4,1988,2017
1764,5,12,155,4,4,4,12/14/2018,3,4,4,3,3,4,5,5,5,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154112,79,5,55  COSBURN AVE ,4,3,14,3,1973,2017
1765,3,12,160,3,3,4,12/21/2018,3,3,3,4,2,4,3,4,4,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154116,67,5,130  GOWAN AVE ,3,3,14,3,1968,2017
1766,5,4,33,N/A,4,5,12/04/2019,4,4,5,5,N/A,5,5,5,5,5,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154125,92,5,69  GAMBLE AVE ,4,5,14,3,1958,2017
1767,NA,12,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4154130,66,NA,50  COSBURN AVE ,NA,NA,14,NA,1965,2017
1768,2,3,27,N/A,3,4,12/14/2018,3,3,3,4,N/A,5,4,4,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154133,70,5,15  GAMBLE AVE ,4,N/A,14,3,1958,2019
1769,N/A,4,44,N/A,4,5,12/04/2019,4,4,4,5,N/A,5,4,4,4,5,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154138,85,4,68  HILLSIDE DR ,4,N/A,14,4,1953,2017
1770,4,6,77,5,5,5,10/31/2019,3,5,4,5,N/A,5,4,4,5,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154146,86,4,4  MILEPOST PL ,5,3,15,4,1960,2017
